<<<<<<< HEAD
,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,986.0930442810059,78.99284362792969,1000,0.1708037925,0.4919019990000001,0.26270868043830237,0.30705307477657895,3.2917795849645963,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,1960.1731300354004,158.00976753234863,1000,0.1708037925,0.4919019990000001,0.0033502047345397943,0.4850381811828067,0.24602440059757805,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,3002.476215362549,225.83603858947754,1000,0.1708037925,0.4919019990000001,0.0033502047345397943,0.4891392900710651,0.24377592033200274,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,4029.5300483703613,300.6582260131836,1000,0.1708037925,0.4919019990000001,0.17629294045287222,0.4891392900710651,0.013889573601009429,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,5091.782093048096,337.4218940734863,1000,0.1708037925,0.4919019990000001,0.17629294045287222,0.4891392900710651,0.013889573601009429,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,6140.4430866241455,425.0349998474121,1000,0.1708037925,0.4919019990000001,0.17629294045287222,0.4891392900710651,0.013889573601009429,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,7176.915168762207,504.72092628479004,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.4891392900710651,0.006136589141890384,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,8223.320245742798,585.2627754211426,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.4891392900710651,0.006136589141890384,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,9255.847930908203,618.044376373291,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.4891392900710651,0.006136589141890384,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,10308.333158493042,696.0129737854004,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.49978911929669817,0.01695034665438105,50
=======
,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,786.628007888794,62.14594841003418,1000,0.1708037925,0.4919019990000001,0.26270868043830237,0.3070530747765789,3.291779584964601,0.2064355425151106,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,1577.3060321807861,122.87187576293945,1000,0.1708037925,0.4919019990000001,0.003350204734539794,0.4850381811828067,0.24602440059757805,0.1675942005277996,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,2427.0570278167725,176.30410194396973,1000,0.1708037925,0.4919019990000001,0.003350204734539794,0.4891392900710651,0.24377592033200274,0.16747637629274972,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,3268.2440280914307,240.62180519104004,1000,0.1708037925,0.4919019990000001,0.17629294045287222,0.4891392900710651,0.013889573601009429,0.006145185585036342,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,4117.240905761719,282.88817405700684,1000,0.1708037925,0.4919019990000001,0.17629294045287222,0.4891392900710651,0.013889573601009429,0.006145185585036342,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,4954.1916847229,342.1812057495117,1000,0.1708037925,0.4919019990000001,0.17629294045287222,0.4891392900710651,0.013889573601009429,0.006145185585036342,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,5795.630693435669,411.12709045410156,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.4891392900710651,0.006136589141890384,0.0027630145994825576,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,6636.379718780518,492.7401542663574,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.4891392900710651,0.006136589141890384,0.0027630145994825576,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,7486.072540283203,517.6100730895996,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.4891392900710651,0.006136589141890384,0.0027630145994825576,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,50,100,1,8343.278646469116,583.683967590332,1000,0.1708037925,0.4919019990000001,0.17076269443512274,0.49978911929669817,0.01695034665438105,0.007887227372500647,50
>>>>>>> 11b8cea (script experiments)
