,modelname,method,query,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,exact_low,exact_upp,approx_low,approx_upp,rrmse,rmse,nruns
0,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,25,1,1354.8848628997803,53.143978118896484,False,1000,1.0,1.0,0.2175607122082281,0.9048651389690058,0.8109110429232311,0.5573427495103358,5
1,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,25,1,1354.8848628997803,59.63015556335449,False,1000,1.0,1.0,0.7490239809748387,0.9609341794568138,0.8475470817179852,0.17960387030967703,5
2,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,25,1,1354.8848628997803,46.343088150024414,False,1000,0.00658,0.00658,0.0015050068569594807,0.01799834695864274,0.535704645645822,0.008835558914688256,5
3,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,25,1,1354.8848628997803,61.33294105529785,False,1000,0.00658,0.00658,0.006908478579166488,0.02082606601603546,0.7239880726846576,0.01007616730483897,5
4,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,25,1,2747.3747730255127,136.37924194335938,False,1000,1.0,1.0,0.2175607122082281,0.9490422665811147,0.7579688418036936,0.5544402265687823,10
5,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,25,1,2747.3747730255127,113.93284797668457,False,1000,1.0,1.0,0.7490239809748387,0.9786877160736849,0.7755057728026179,0.17810555237256642,10
6,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,25,1,2747.3747730255127,118.85190010070801,False,1000,0.00658,0.00658,0.0015050068569594807,0.03360750615898129,0.6057263292177725,0.019445329060929772,10
7,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,25,1,2747.3747730255127,102.20789909362793,False,1000,0.00658,0.00658,0.006908478579166488,0.0357558631780204,0.7152037682710463,0.020631758169864463,10
8,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,25,1,4171.313762664795,160.13598442077637,False,1000,1.0,1.0,0.2175607122082281,0.98239345355931,0.7235675868233984,0.5534081809829267,15
9,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,25,1,4171.313762664795,214.6170139312744,False,1000,1.0,1.0,0.7490239809748387,0.9925204698657719,0.7291507014613203,0.17754563567819256,15
10,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,25,1,4171.313762664795,153.68914604187012,False,1000,0.00658,0.00658,0.0015050068569594807,0.04189907631193889,0.6246179568557575,0.0252308611320588,15
11,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,25,1,4171.313762664795,189.10598754882812,False,1000,0.00658,0.00658,0.006908478579166488,0.043306705890907626,0.7135166566145464,0.025970741458169806,15
12,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,25,1,5662.912845611572,221.4641571044922,False,1000,1.0,1.0,0.2175607122082281,0.9932064398354821,0.7133269231513231,0.5532889803438182,20
13,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,25,1,5662.912845611572,237.25008964538574,False,1000,1.0,1.0,0.7490239809748387,0.9970990219297666,0.7154234427003824,0.1774786998480129,20
14,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,25,1,5662.912845611572,219.06495094299316,False,1000,0.00658,0.00658,0.0015050068569594807,0.08790457163447864,0.6668669924876646,0.05761701791542736,20
15,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,25,1,5662.912845611572,214.2958641052246,False,1000,0.00658,0.00658,0.006908478579166488,0.10475131965347852,0.7094846558555191,0.06941799442753452,20
16,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V1,V0,,100,25,1,7122.866868972778,268.45407485961914,False,1000,1.0,1.0,0.2175607122082281,0.9932064398354821,0.7133269231513231,0.5532889803438182,25
17,simple_nparents2_nzr02_zdr05_2,EMCC,PS,V2,V0,,100,25,1,7122.866868972778,268.86701583862305,False,1000,1.0,1.0,0.7490239809748387,0.9970990219297666,0.7154234427003824,0.1774786998480129,25
18,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V1,V0,,100,25,1,7122.866868972778,260.8358860015869,False,1000,0.00658,0.00658,0.0015050068569594807,0.08790457163447864,0.6668669924876646,0.05761701791542736,25
19,simple_nparents2_nzr02_zdr05_2,EMCC,PN,V2,V0,,100,25,1,7122.866868972778,248.79884719848633,False,1000,0.00658,0.00658,0.006908478579166488,0.10475131965347852,0.7094846558555191,0.06941799442753452,25
