,modelname,method,query,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,exact_low,exact_upp,approx_low,approx_upp,rrmse,rmse,nruns
0,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-06,100,,1,1191.744089126587,38.713932037353516,False,1000,1.0,1.0,0.999973202427116,0.9999999968951998,0.7071887216993205,1.8948745632828374e-05,5
1,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-06,100,,1,1191.744089126587,50.88496208190918,False,1000,1.0,1.0,0.9999909040210949,0.9999999851221949,0.7082662001175833,6.431836968969e-06,5
2,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-06,100,,1,1191.744089126587,57.923078536987305,False,1000,0.00658,0.00658,0.006445630114762056,0.006578956966297262,0.7126600413180852,9.501671952389049e-05,5
3,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-06,100,,1,1191.744089126587,53.13396453857422,False,1000,0.00658,0.00658,0.006445672714654994,0.006579030926636329,0.712263644434157,9.498620608104817e-05,5
4,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-06,100,,1,2376.358985900879,169.35300827026367,False,1000,1.0,1.0,0.9971435328267055,0.9999999968951998,0.7071075497684068,0.0020198273084744774,10
5,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-06,100,,1,2376.358985900879,104.92920875549316,False,1000,1.0,1.0,0.9997399040932005,0.9999999851221949,0.7071472320329604,0.00018391557975770313,10
6,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-06,100,,1,2376.358985900879,122.43795394897461,False,1000,0.00658,0.00658,0.006126989799011851,0.006578956966297262,0.7087404955953523,0.00032032743413469,10
7,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-06,100,,1,2376.358985900879,116.33729934692383,False,1000,0.00658,0.00658,0.006117589944760995,0.006579030926636329,0.708593333964754,0.0003269740037750126,10
8,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-06,100,,1,3604.0589809417725,176.4388084411621,False,1000,1.0,1.0,0.9971435328267055,0.9999999968951998,0.7071075497684068,0.0020198273084744774,15
9,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-06,100,,1,3604.0589809417725,139.74285125732422,False,1000,1.0,1.0,0.9997399040932005,0.9999999851221949,0.7071472320329604,0.00018391557975770313,15
10,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-06,100,,1,3604.0589809417725,166.08190536499023,False,1000,0.00658,0.00658,0.0004042089905126903,0.00657959790881278,0.7071528237378182,0.004366943711255139,15
11,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-06,100,,1,3604.0589809417725,142.4269676208496,False,1000,0.00658,0.00658,0.00040423995418906807,0.006579223631667774,0.7071956898942519,0.004366921841880298,15
12,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-06,100,,1,4797.3737716674805,200.51193237304688,False,1000,1.0,1.0,0.9971435328267055,0.9999999968951998,0.7071075497684068,0.0020198273084744774,20
13,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-06,100,,1,4797.3737716674805,248.37303161621094,False,1000,1.0,1.0,0.9997399040932005,0.9999999851221949,0.7071472320329604,0.00018391557975770313,20
14,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-06,100,,1,4797.3737716674805,226.2420654296875,False,1000,0.00658,0.00658,0.0004042089905126903,0.006591975759155013,0.7057395787122338,0.004366951912471193,20
15,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-06,100,,1,4797.3737716674805,289.34597969055176,False,1000,0.00658,0.00658,0.00040423995418906807,0.006592031630943598,0.7057332119116624,0.004366930094676225,20
16,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-06,100,,1,5993.057012557983,272.27187156677246,False,1000,1.0,1.0,0.9971435328267055,0.9999999968951998,0.7071075497684068,0.0020198273084744774,25
17,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-06,100,,1,5993.057012557983,265.89226722717285,False,1000,1.0,1.0,0.9997399040932005,0.9999999851221949,0.7071472320329604,0.00018391557975770313,25
18,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-06,100,,1,5993.057012557983,256.75320625305176,False,1000,0.00658,0.00658,0.0004042089905126903,0.006591975759155013,0.7057395787122338,0.004366951912471193,25
19,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-06,100,,1,5993.057012557983,264.53375816345215,False,1000,0.00658,0.00658,0.00040423995418906807,0.006592031630943598,0.7057332119116624,0.004366930094676225,25
20,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-06,100,,1,7152.745008468628,287.19425201416016,False,1000,1.0,1.0,0.9971435328267055,0.9999999968951998,0.7071075497684068,0.0020198273084744774,30
