,modelname,method,query,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,exact_low,exact_upp,approx_low,approx_upp,rrmse,rmse,nruns
0,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V1,V0,,100,,1,1514.4927501678467,60.38093566894531,False,1000,1.0,1.0,0.41013460631438303,0.5071623036233411,5.601709878119887,0.543521010466817,5
1,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V2,V0,,100,,1,1514.4927501678467,46.81706428527832,False,1000,1.0,1.0,0.5478183089082901,0.7204649656700561,2.1773043747624583,0.3759043210555057,5
2,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V1,V0,,100,,1,1514.4927501678467,50.271034240722656,False,1000,0.00658,0.00658,0.029288301792774855,0.04019977621942812,2.6291218613809333,0.028687595955013086,5
3,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V2,V0,,100,,1,1514.4927501678467,57.357072830200195,False,1000,0.00658,0.00658,0.023023303021901222,0.024182836676323614,14.689474245950104,0.017032939753950135,5
4,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V1,V0,,100,,1,1595.679759979248,103.52897644042969,False,1000,1.0,1.0,0.30165614813647074,0.5071623036233411,2.9409796206132066,0.6043894151974547,10
5,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V2,V0,,100,,1,1595.679759979248,100.2047061920166,False,1000,1.0,1.0,0.5176408108136188,0.7204649656700561,1.943627228450226,0.3942145499663768,10
6,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V1,V0,,100,,1,1595.679759979248,92.50092506408691,False,1000,0.00658,0.00658,0.014811202559001183,0.04019977621942812,0.9640126436226588,0.02447490601219678,10
7,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V2,V0,,100,,1,1595.679759979248,101.86886787414551,False,1000,0.00658,0.00658,0.013321769848342052,0.0317730267059949,0.9994434444395344,0.018440987708051138,10
8,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V1,V0,,100,,1,1688.537836074829,154.63614463806152,False,1000,1.0,1.0,0.30165614813647074,0.5071623036233411,2.9409796206132066,0.6043894151974547,15
9,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V2,V0,,100,,1,1688.537836074829,151.37720108032227,False,1000,1.0,1.0,0.5176408108136188,0.7204649656700561,1.943627228450226,0.3942145499663768,15
10,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V1,V0,,100,,1,1688.537836074829,139.99295234680176,False,1000,0.00658,0.00658,0.014811202559001183,0.04019977621942812,0.9640126436226588,0.02447490601219678,15
11,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V2,V0,,100,,1,1688.537836074829,144.3641185760498,False,1000,0.00658,0.00658,0.013321769848342052,0.0317730267059949,0.9994434444395344,0.018440987708051138,15
12,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V1,V0,,100,,1,1794.795036315918,202.56829261779785,False,1000,1.0,1.0,0.22893633600026392,0.5848111447169517,1.7400553331610211,0.6192418588451308,20
13,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V2,V0,,100,,1,1794.795036315918,210.19792556762695,False,1000,1.0,1.0,0.5176408108136188,0.783311460749119,1.4074367505845906,0.3739146362709166,20
14,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V1,V0,,100,,1,1794.795036315918,197.160005569458,False,1000,0.00658,0.00658,0.014811202559001183,0.04019977621942812,0.9640126436226588,0.02447490601219678,20
15,simple_nparents2_nzr02_zdr05_2,GSCC,PN,V2,V0,,100,,1,1794.795036315918,210.8149528503418,False,1000,0.00658,0.00658,0.016080702184734105,0.026502834470591572,1.497525888145021,0.015607412907743602,20
16,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V1,V0,,100,,1,1916.9201850891113,250.00596046447754,False,1000,1.0,1.0,0.22893633600026392,0.5848111447169517,1.7400553331610211,0.6192418588451308,25
17,simple_nparents2_nzr02_zdr05_2,GSCC,PS,V2,V0,,100,,1,1916.9201850891113,234.3459129333496,False,1000,1.0,1.0,0.5176408108136188,0.783311460749119,1.4074367505845906,0.3739146362709166,25
