,modelname,method,query,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,exact_low,exact_upp,approx_low,approx_upp,rrmse,rmse,nruns
0,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,1253.783941268921,69.7031021118164,True,1000,1.0,1.0,0.9966078483526014,0.9999754306921332,0.7122843947587545,0.0023986763485136977,5
1,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,1253.783941268921,47.68085479736328,True,1000,1.0,1.0,0.9994379937208872,0.9999919706152763,0.7174288515605894,0.00039743900713273524,5
2,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,1253.783941268921,68.51005554199219,True,1000,0.00658,0.00658,0.00043354938846687594,0.006567625221573793,0.7085347221741588,0.004346205716205631,5
3,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,1253.783941268921,65.73486328125,True,1000,0.00658,0.00658,0.0004330703206321202,0.0065676479453392654,0.7085319807202234,0.0043465444353157166,5
4,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,2529.968023300171,94.27905082702637,True,1000,1.0,1.0,0.9984044295430581,0.9999754306921332,0.7182505514212775,0.0011283724416066925,10
5,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,2529.968023300171,115.58413505554199,True,1000,1.0,1.0,0.9994379937208872,0.9999919706152763,0.7174288515605894,0.00039743900713273524,10
6,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,2529.968023300171,112.46395111083984,True,1000,0.00658,0.00658,0.000290758073804752,0.006577013992648437,0.7074427406679636,0.004447166115766985,10
7,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,2529.968023300171,136.40499114990234,True,1000,0.00658,0.00658,0.00029074577991969883,0.006577042370038047,0.7074395449881553,0.004447174799373917,10
8,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,3803.7269115448,169.94571685791016,True,1000,1.0,1.0,0.998017125067234,0.9999754306921332,0.7160332494911347,0.0014022119400934076,15
9,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,3803.7269115448,167.67621040344238,True,1000,1.0,1.0,0.9994379937208872,0.9999919706152763,0.7174288515605894,0.00039743900713273524,15
10,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,3803.7269115448,183.69412422180176,True,1000,0.00658,0.00658,0.000290758073804752,0.006577603847965918,0.7073763373641894,0.0044471659372996575,15
11,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,3803.7269115448,205.58691024780273,True,1000,0.00658,0.00658,0.00029074577991969883,0.0065773915532753805,0.7074002338357953,0.004447174690114623,15
12,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,5110.214948654175,178.2858371734619,True,1000,1.0,1.0,0.9977671271892822,0.9999754306921332,0.715017244332399,0.0015789750852581498,20
13,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,5110.214948654175,216.37678146362305,True,1000,1.0,1.0,0.9994379937208872,0.9999919706152763,0.7174288515605894,0.00039743900713273524,20
14,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,5110.214948654175,186.49983406066895,True,1000,0.00658,0.00658,0.000290758073804752,0.00657896268646545,0.7072234364114862,0.004447165675024458,20
15,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,5110.214948654175,220.00694274902344,True,1000,0.00658,0.00658,0.00029074577991969883,0.006579244636585034,0.7071917227091966,0.004447174339699972,20
16,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,6326.352834701538,218.5189723968506,True,1000,1.0,1.0,0.9984044295430581,0.9999911153083316,0.7110772692922154,0.0011282561811955401,25
17,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,6326.352834701538,284.6078872680664,True,1000,1.0,1.0,0.9994379937208872,0.9999961908315671,0.7119484699785383,0.0003974075788950296,25
18,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,6326.352834701538,264.0571594238281,True,1000,0.00658,0.00658,0.000290758073804752,0.006589561300762779,0.7060342407017419,0.0044471707536749925,25
19,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,6326.352834701538,341.8240547180176,True,1000,0.00658,0.00658,0.00029074577991969883,0.006589704586256446,0.7060182069240469,0.0044471796019383055,25
20,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,7605.248928070068,291.8660640716553,True,1000,1.0,1.0,0.9988347636551288,0.9999911153083316,0.7125604651720586,0.000823970471908684,30
21,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,7605.248928070068,364.31288719177246,True,1000,1.0,1.0,0.999624507042786,0.9999961908315671,0.7143902585328106,0.0002655272779597503,30
22,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,7605.248928070068,323.2579231262207,True,1000,0.00658,0.00658,0.000290758073804752,0.0066404802146889826,0.7004040711747307,0.004447371238303642,30
23,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,7605.248928070068,341.184139251709,True,1000,0.00658,0.00658,0.00029074577991969883,0.006640550394163797,0.7003964182581602,0.004447380408455706,30
24,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,8984.95364189148,414.25514221191406,True,1000,1.0,1.0,0.9990231394392768,0.9999911153083316,0.7136265665812489,0.0006907732959671046,35
25,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,8984.95364189148,412.32824325561523,True,1000,1.0,1.0,0.9997628870241146,0.9999961908315671,0.7187444934892461,0.00016768582691652827,35
26,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,8984.95364189148,379.8539638519287,True,1000,0.00658,0.00658,0.000290758073804752,0.0066404802146889826,0.7004040711747307,0.004447371238303642,35
27,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,8984.95364189148,431.5478801727295,True,1000,0.00658,0.00658,0.00029074577991969883,0.006640550394163797,0.7003964182581602,0.004447380408455706,35
28,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,10319.790840148926,440.8440589904785,True,1000,1.0,1.0,0.9988347636551288,0.9999911153083316,0.7125604651720586,0.000823970471908684,40
29,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,10319.790840148926,509.1080665588379,True,1000,1.0,1.0,0.999643509362014,0.9999961908315671,0.7147847537082483,0.0002520913373520042,40
30,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,10319.790840148926,462.77475357055664,True,1000,0.00658,0.00658,0.000290758073804752,0.0066404802146889826,0.7004040711747307,0.004447371238303642,40
31,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,10319.790840148926,413.4500026702881,True,1000,0.00658,0.00658,0.00029074577991969883,0.006640550394163797,0.7003964182581602,0.004447380408455706,40
32,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,11601.170778274536,603.4209728240967,True,1000,1.0,1.0,0.9984044295430581,0.9999911153083316,0.7110772692922154,0.0011282561811955401,45
33,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,11601.170778274536,527.4448394775391,True,1000,1.0,1.0,0.9993734210100047,0.9999961908315671,0.711444942636076,0.0004430664399769386,45
34,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,11601.170778274536,527.9581546783447,True,1000,0.00658,0.00658,0.000290758073804752,0.0066404802146889826,0.7004040711747307,0.004447371238303642,45
35,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,11601.170778274536,496.5682029724121,True,1000,0.00658,0.00658,0.00029074577991969883,0.006640550394163797,0.7003964182581602,0.004447380408455706,45
36,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,13080.21068572998,575.0751495361328,True,1000,1.0,1.0,0.9984044295430581,0.9999911153083316,0.7110772692922154,0.0011282561811955401,50
37,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,13080.21068572998,598.466157913208,True,1000,1.0,1.0,0.9993734210100047,0.9999961908315671,0.711444942636076,0.0004430664399769386,50
38,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,13080.21068572998,544.8827743530273,True,1000,0.00658,0.00658,0.000290758073804752,0.0066404802146889826,0.7004040711747307,0.004447371238303642,50
39,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,13080.21068572998,581.8748474121094,True,1000,0.00658,0.00658,0.00029074577991969883,0.006640550394163797,0.7003964182581602,0.004447380408455706,50
40,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,14328.790664672852,600.3649234771729,True,1000,1.0,1.0,0.9979202201967544,0.9999911153083316,0.7101469374453541,0.0014706398212571096,55
41,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,14328.790664672852,753.8659572601318,True,1000,1.0,1.0,0.9993734210100047,0.9999961908315671,0.711444942636076,0.0004430664399769386,55
42,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,14328.790664672852,655.0710201263428,True,1000,0.00658,0.00658,0.00028774154831761456,0.0066404802146889826,0.7004072383636568,0.00444950414535919,55
43,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,14328.790664672852,602.2350788116455,True,1000,0.00658,0.00658,0.0002882059271558336,0.006640550394163797,0.7003990881605245,0.004449176272373931,55
44,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,15598.650455474854,667.2260761260986,True,1000,1.0,1.0,0.998017125067234,0.9999911153083316,0.7102965135348421,0.0014021183860034835,60
45,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,15598.650455474854,696.0849761962891,True,1000,1.0,1.0,0.9993734210100047,0.9999961908315671,0.711444942636076,0.0004430664399769386,60
46,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,15598.650455474854,681.0300350189209,True,1000,0.00658,0.00658,0.00028774154831761456,0.0066404802146889826,0.7004072383636568,0.00444950414535919,60
47,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,15598.650455474854,678.7550449371338,True,1000,0.00658,0.00658,0.0002882059271558336,0.006640550394163797,0.7003990881605245,0.004449176272373931,60
48,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,16879.36544418335,684.1921806335449,True,1000,1.0,1.0,0.9984044295430581,0.9999946784356165,0.7094769694753617,0.0011282449650039067,65
49,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V2,V0,1e-05,100,,1,16879.36544418335,676.8798828125,True,1000,1.0,1.0,0.9993734210100047,0.9999977190428879,0.7096949936403787,0.0004430611884767573,65
50,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V1,V0,1e-05,100,,1,16879.36544418335,850.595235824585,True,1000,0.00658,0.00658,0.00028774154831761456,0.0066404802146889826,0.7004072383636568,0.00444950414535919,65
51,simple_nparents2_nzr02_zdr05_2,GDCC,PN,V2,V0,1e-05,100,,1,16879.36544418335,650.6431102752686,True,1000,0.00658,0.00658,0.0002882059271558336,0.006640550394163797,0.7003990881605245,0.004449176272373931,65
52,simple_nparents2_nzr02_zdr05_2,GDCC,PS,V1,V0,1e-05,100,,1,18213.590383529663,753.1557083129883,True,1000,1.0,1.0,0.9984044295430581,0.9999947579907336,0.7094413612720083,0.0011282447787884938,70
