,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,4452.998161315918,244.00043487548828,1000,0.1708037925,0.4919019990000001,0.26522209236698224,0.6748226136563229,0.3553678715574453,0.20585132162805833,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,9273.995399475098,192.00468063354492,1000,0.1708037925,0.4919019990000001,0.26522209236698224,0.6748226136563229,0.3553678715574453,0.20585132162805833,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,12616.015672683716,298.97618293762207,1000,0.1708037925,0.4919019990000001,0.26522209236698224,0.6748226136563229,0.3553678715574453,0.20585132162805833,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,15982.01322555542,331.00104331970215,1000,0.1708037925,0.4919019990000001,0.26522209236698224,0.6748226136563229,0.3553678715574453,0.20585132162805833,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,19645.01166343689,578.0026912689209,1000,0.1708037925,0.4919019990000001,0.26522209236698224,0.6748226136563229,0.3553678715574453,0.20585132162805833,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,23476.009607315063,750.0026226043701,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,27043.009281158447,864.9978637695312,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,30529.009342193604,930.0017356872559,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,34075.01006126404,909.9969863891602,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,37672.01328277588,1129.0202140808105,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,50
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,41106.98747634888,978.9984226226807,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,55
11,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,44559.98682975769,1158.996343612671,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,60
12,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,47937.98279762268,1195.0013637542725,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,65
13,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,51703.98020744324,1442.9998397827148,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,70
14,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,55510.97917556763,1619.9994087219238,1000,0.1708037925,0.4919019990000001,0.2597346185431276,0.6748226136563229,0.34648183196953275,0.2033928294875706,75
15,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,59223.98018836975,1683.997631072998,1000,0.1708037925,0.4919019990000001,0.0006459382664805476,0.6748226136563229,0.2620300247952575,0.2498272335507132,80
16,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,62769.97876167297,1962.0018005371094,1000,0.1708037925,0.4919019990000001,0.2378784060217922,0.6748226136563229,0.31529431481513054,0.19483058036495382,85
17,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,66274.95503425598,1922.9977130889893,1000,0.1708037925,0.4919019990000001,0.2378784060217922,0.6447893295935386,0.29012270292433245,0.16695370506555324,90
18,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,69792.9584980011,2244.999408721924,1000,0.1708037925,0.4919019990000001,0.2378784060217922,0.5853182384500741,0.23405237220336453,0.11500259811017906,95
19,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,1,73263.95869255066,2412.001132965088,1000,0.1708037925,0.4919019990000001,0.2378784060217922,0.5853182384500741,0.23405237220336453,0.11500259811017906,100
