,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,3415.7989025115967,158.0677032470703,True,4500,0.0,0.0282189836918879,0.0076127883256303834,0.0076127883256303834,inf,0.015533348537312022,1
1,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,6747.67279624939,317.55828857421875,True,4500,0.0,0.0282189836918879,0.0076127883256303834,0.016008554268180892,1.2118849364570614,0.010174702275796185,2
2,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,10095.196008682251,472.5611209869385,True,4500,0.0,0.0282189836918879,0.0076127883256303834,0.016008554268180892,1.2118849364570614,0.010174702275796185,3
3,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,13467.01955795288,631.6354274749756,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.016008554268180892,0.8811997530310086,0.009418173109787476,4
4,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,16856.0311794281,789.2954349517822,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.016008554268180892,0.8811997530310086,0.009418173109787476,5
5,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,20287.02211380005,945.6405639648438,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.016008554268180892,0.8811997530310086,0.009418173109787476,6
6,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,23745.38254737854,1106.161117553711,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.016008554268180892,0.8811997530310086,0.009418173109787476,7
7,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,27198.70376586914,1265.8860683441162,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.01148652353724327,2.0135700705629844,0.012415405864636245,8
8,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,30672.487020492554,1419.7492599487305,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.01148652353724327,2.0135700705629844,0.012415405864636245,9
9,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,34186.85817718506,1576.2038230895996,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.01148652353724327,2.0135700705629844,0.012415405864636245,10
10,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,37803.64799499512,1734.9822521209717,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.01388223873930894,1.2629936427065627,0.010813224278073037,11
11,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,41368.20960044861,1891.467571258545,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.016008554268180892,0.8811997530310086,0.009418173109787476,12
12,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,44929.51703071594,2049.2923259735107,True,4500,0.0,0.0282189836918879,0.00532065623213133,0.016008554268180892,0.8811997530310086,0.009418173109787476,13
13,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,48514.09697532654,2210.984230041504,True,4500,0.0,0.0282189836918879,0.005268385870196671,0.016008554268180892,0.8755420890982782,0.009403469476438412,14
14,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,52110.652923583984,2492.7163124084473,True,4500,0.0,0.0282189836918879,0.005268385870196671,0.018958478936923786,0.5503020017239815,0.007533685618407531,15
15,random_mc2_n7_mid3_d1000_05_mr098_r10_37,EMCC,V3,V2,,200,25,1,55723.17290306091,2522.7482318878174,True,4500,0.0,0.0282189836918879,0.005268385870196671,0.016177888264122947,0.8518858040627003,0.009293650218773838,16
