,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,1515.6230926513672,31.217575073242188,1000,0.1708037925,0.4919019990000001,0.27304959290640946,0.27304959290640946,inf,0.2415586457854515,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,3016.993284225464,78.11164855957031,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.2764700281986152,0.7032286790673878,0.27488257856824216,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,4487.9467487335205,93.86324882507324,1000,0.1708037925,0.4919019990000001,0.27304959290640946,0.38673867677006213,0.912267186269134,0.14667490597639762,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,6050.352096557617,187.49308586120605,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.39233114892493914,0.3562861646766739,0.19764577440873188,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,7551.536560058594,171.858549118042,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.39233114892493914,0.3562861646766739,0.19764577440873188,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,9067.166090011597,203.09829711914062,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,10598.47640991211,265.6383514404297,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,12147.472858428955,312.50476837158203,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.6826609237241562,0.26520005762605864,0.2560048150306422,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,13709.946632385254,359.38119888305664,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.6826609237241562,0.26520005762605864,0.2560048150306422,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,15335.616111755371,609.4260215759277,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,50
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,16850.862979888916,468.9483642578125,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,55
11,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,18476.958751678467,531.8567752838135,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,60
12,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,20024.309158325195,562.9358291625977,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,65
13,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,21571.631908416748,625.023365020752,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,70
14,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,23180.97758293152,625.0269412994385,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,75
15,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,24743.452787399292,703.2034397125244,1000,0.1708037925,0.4919019990000001,0.20295374769066726,0.4463856366170584,0.16186890578160987,0.05572574686208507,80
16,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,26321.549654006958,734.3623638153076,1000,0.1708037925,0.4919019990000001,0.20295374769066726,0.4463856366170584,0.16186890578160987,0.05572574686208507,85
17,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,27915.2991771698,828.1500339508057,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.6826609237241562,0.26520005762605864,0.2560048150306422,90
18,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,29493.440866470337,843.7342643737793,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.6826609237241562,0.26520005762605864,0.2560048150306422,95
19,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,4,31055.9401512146,921.8411445617676,1000,0.1708037925,0.4919019990000001,7.155196835034646e-05,0.4463856366170584,0.27994290446498915,0.17669532308901767,100
