,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,3101.0923385620117,190.68598747253418,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,6113.426923751831,351.6225814819336,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,9223.382472991943,593.8313007354736,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,12317.101240158081,906.2268733978271,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,15275.26879310608,947.8318691253662,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,18344.7744846344,1215.2466773986816,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,21532.651662826538,1375.0135898590088,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,24657.537698745728,1970.7930088043213,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,28414.26992416382,1800.553798675537,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,31436.662435531616,2382.695436477661,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,50
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,34703.57704162598,2437.366247177124,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,55
11,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,37975.93951225281,2471.7719554901123,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,60
12,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,41097.70226478577,2816.2684440612793,1000,0.1708037925,0.4919019990000001,0.17149265051209397,0.499868217121832,0.017218052724944363,0.007995946255786684,65
13,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,44356.09984397888,2861.382246017456,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.499868217121832,0.017131674915898717,0.00796820818069287,70
14,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,47644.18840408325,3353.0428409576416,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.499868217121832,0.017131674915898717,0.00796820818069287,75
15,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,50833.136796951294,3325.6683349609375,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.49996328932414197,0.01733102009651512,0.00806325691866266,80
16,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,54070.82986831665,3797.2092628479004,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.49996328932414197,0.01733102009651512,0.00806325691866266,85
17,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,57301.41472816467,3736.4702224731445,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.49996328932414197,0.01733102009651512,0.00806325691866266,90
18,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,60459.35034751892,4166.681289672852,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.49996328932414197,0.01733102009651512,0.00806325691866266,95
19,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,,4,63588.661193847656,4162.828683853149,1000,0.1708037925,0.4919019990000001,0.17098186677174568,0.49996328932414197,0.01733102009651512,0.00806325691866266,100
