,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,153.73587608337402,13.12398910522461,1000,0.1708037925,0.4919019990000001,0.26470433302970653,0.26470433302970653,inf,0.24583752954770788,1
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,308.87293815612793,25.23517608642578,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.26470433302970653,86.83840603105365,0.2450822063090281,2
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,463.6688232421875,37.40501403808594,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.4142693604924006,0.5612841312350962,0.12030517440494215,3
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,630.9118270874023,49.63207244873047,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.4142693604924006,0.5612841312350962,0.12030517440494215,4
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,797.9238033294678,67.26694107055664,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.3070530747765789,3.291779584964606,0.20643554251511062,5
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,963.3896350860596,79.43391799926758,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.4142693604924006,0.5612841312350962,0.12030517440494215,6
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,1170.7866191864014,88.08398246765137,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.4142693604924006,0.5612841312350962,0.12030517440494215,7
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,1339.3216133117676,101.78399085998535,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.4846280196524916,0.29375446496944835,0.09219229470243111,8
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,1509.9937915802002,115.43607711791992,1000,0.1708037925,0.4919019990000001,0.2627086804383024,0.4846280196524916,0.29375446496944835,0.09219229470243111,9
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,1683.640718460083,128.21722030639648,1000,0.1708037925,0.4919019990000001,0.0033502047345397943,0.4850381811828067,0.24602440059757805,0.1675942005277996,10
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-07,100,100,1,1845.1597690582275,128.25512886047363,1000,0.1708037925,0.4919019990000001,0.0033502047345397943,0.4850381811828067,0.24602440059757805,0.1675942005277996,11
