,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,9482.960939407349,234.39478874206543,1000,0.1708037925,0.4919019990000001,0.2652303768761552,0.6260504270708364,0.32149097352300626,0.16404932365244146,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,19170.143604278564,453.5481929779053,1000,0.1708037925,0.4919019990000001,0.09395540445249412,0.6390976613093244,0.21538287099859177,0.16604890167712852,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,28983.95013809204,717.0920372009277,1000,0.1708037925,0.4919019990000001,0.03738165380675927,0.6390976613093244,0.23346197883238648,0.19866562384106368,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,38728.73854637146,958.2550525665283,1000,0.1708037925,0.4919019990000001,0.03738165380675927,0.6390976613093244,0.23346197883238648,0.19866562384106368,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,48624.04465675354,1166.8930053710938,1000,0.1708037925,0.4919019990000001,0.03738165380675927,0.6390976613093244,0.23346197883238648,0.19866562384106368,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,58316.58363342285,1385.6229782104492,1000,0.1708037925,0.4919019990000001,0.036416641023329054,0.6390976613093244,0.2338500530280073,0.19931500065146715,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,68472.50366210938,1694.5672035217285,1000,0.1708037925,0.4919019990000001,0.036416641023329054,0.6390976613093244,0.2338500530280073,0.19931500065146715,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,78080.77073097229,1806.2913417816162,1000,0.1708037925,0.4919019990000001,0.036416641023329054,0.6390976613093244,0.2338500530280073,0.19931500065146715,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,87764.58549499512,2239.138126373291,1000,0.1708037925,0.4919019990000001,0.036416641023329054,0.6390976613093244,0.2338500530280073,0.19931500065146715,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,97352.57124900818,2270.7722187042236,1000,0.1708037925,0.4919019990000001,0.03450308231412592,0.6390976613093244,0.23462470157679138,0.2006101856832157,50
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,106964.25914764404,2953.458786010742,1000,0.1708037925,0.4919019990000001,0.03450308231412592,0.6390976613093244,0.23462470157679138,0.2006101856832157,55
11,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,116589.2527103424,2750.4544258117676,1000,0.1708037925,0.4919019990000001,0.029546610808350388,0.6390976613093244,0.23666103609154757,0.20401018205508362,60
12,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,126183.40468406677,3181.2984943389893,1000,0.1708037925,0.4919019990000001,0.029546610808350388,0.6390976613093244,0.23666103609154757,0.20401018205508362,65
13,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,135778.8109779358,3298.0849742889404,1000,0.1708037925,0.4919019990000001,0.028461838824165458,0.6390976613093244,0.23711210955227546,0.20476277683928315,70
14,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,145537.00137138367,3634.4974040985107,1000,0.1708037925,0.4919019990000001,0.028461838824165458,0.6390976613093244,0.23711210955227546,0.20476277683928315,75
15,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,155347.12767601013,3689.167022705078,1000,0.1708037925,0.4919019990000001,0.009521291176296461,0.6390976613093244,0.24524398684483623,0.21835431810685832,80
16,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,165285.7756614685,3760.0746154785156,1000,0.1708037925,0.4919019990000001,0.009521291176296461,0.6390976613093244,0.24524398684483623,0.21835431810685832,85
17,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,174255.46598434448,4003.009796142578,1000,0.1708037925,0.4919019990000001,0.009521291176296461,0.6390976613093244,0.24524398684483623,0.21835431810685832,90
18,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,183693.00889968872,4156.493902206421,1000,0.1708037925,0.4919019990000001,0.009521291176296461,0.6390976613093244,0.24524398684483623,0.21835431810685832,95
19,random_mc2_n5_mid3_d1000_05_mr098_r10_8,EMCC,V2,V4,,100,25,4,193046.35453224182,4255.251407623291,1000,0.1708037925,0.4919019990000001,0.009521291176296461,0.6390976613093244,0.24524398684483623,0.21835431810685832,100
