,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,2610.3270053863525,46.87380790710449,1000,0.1708037925,0.4919019990000001,0.36678318637218915,0.36678318637218915,inf,0.23251374173563144,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,5193.626165390015,93.7490463256836,1000,0.1708037925,0.4919019990000001,0.29931883773851864,0.36678318637218915,1.879930661642417,0.17936229850794105,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,7759.826421737671,187.50476837158203,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.36678318637218915,1.0607386133398167,0.1554942920905353,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,10518.200874328613,314.6097660064697,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.3751793168817133,0.939149413606337,0.14882184691848868,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,13156.18371963501,408.2632064819336,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.3751793168817133,0.939149413606337,0.14882184691848868,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,15912.916898727417,546.882152557373,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.3751793168817133,0.939149413606337,0.14882184691848868,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,18494.412660598755,594.0539836883545,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.3751793168817133,0.939149413606337,0.14882184691848868,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,21277.71759033203,702.5856971740723,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.38972068040270025,0.769219479629863,0.13771266996767706,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,23888.47517967224,753.3626556396484,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.38972068040270025,0.769219479629863,0.13771266996767706,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,26614.686727523804,938.3928775787354,1000,0.1708037925,0.4919019990000001,0.2631279908411903,0.38972068040270025,0.769219479629863,0.13771266996767706,50
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,29187.039613723755,970.3891277313232,1000,0.1708037925,0.4919019990000001,0.24669072920223425,0.38972068040270025,0.6292359040118018,0.1272786275551862,55
11,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,31923.380374908447,1141.1070823669434,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.38972068040270025,0.4223114873921003,0.10866443871042074,60
12,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,34559.932231903076,1205.207347869873,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.38972068040270025,0.4223114873921003,0.10866443871042074,65
13,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,37280.174255371094,1360.3367805480957,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,70
14,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,39969.8588848114,1587.721347808838,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,75
15,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,42693.43423843384,1485.0797653198242,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,80
16,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,45163.2444858551,1593.327522277832,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,85
17,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,47784.10053253174,1645.8606719970703,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,90
18,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,50487.5168800354,1690.6778812408447,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,95
19,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,0.001,100,,3,53249.66335296631,1946.2618827819824,1000,0.1708037925,0.4919019990000001,0.20777592213798393,0.3920066420591507,0.4088318658139413,0.10651770138482897,100
