,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,5005.002021789551,506.99830055236816,1000,0.1708037925,0.4919019990000001,0.17405304697014506,0.25641381864101775,2.0219715766014135,0.2355105958197982,5
1,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,9701.000690460205,544.0022945404053,1000,0.1708037925,0.4919019990000001,0.17405304697014506,0.484554195565634,0.018296277925033102,0.008034168900504877,10
2,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,13411.999702453613,749.9995231628418,1000,0.1708037925,0.4919019990000001,0.1721349149295203,0.484554195565634,0.01690116895459757,0.007467402642984644,15
3,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,17165.99440574646,1184.000015258789,1000,0.1708037925,0.4919019990000001,0.1721349149295203,0.4876615119642124,0.009960298306606665,0.00444450415941478,20
4,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,21308.01796913147,1543.9748764038086,1000,0.1708037925,0.4919019990000001,0.1721349149295203,0.4876615119642124,0.009960298306606665,0.00444450415941478,25
5,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,25397.01747894287,1760.0016593933105,1000,0.1708037925,0.4919019990000001,0.1721349149295203,0.4876615119642124,0.009960298306606665,0.00444450415941478,30
6,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,29262.017011642456,1957.998275756836,1000,0.1708037925,0.4919019990000001,0.1721349149295203,0.4876615119642124,0.009960298306606665,0.00444450415941478,35
7,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,33161.01574897766,2377.0034313201904,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4876615119642124,0.009463236562459528,0.004240487671205213,40
8,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,36856.01711273193,2465.9976959228516,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,45
9,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,40627.01463699341,2606.0004234313965,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,50
10,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,44747.013092041016,3155.001640319824,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,55
11,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,48887.01677322388,3383.9986324310303,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,60
12,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,52819.01574134827,3634.000301361084,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,65
13,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,56644.01626586914,3637.9990577697754,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,70
14,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,60785.01582145691,4077.000856399536,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,75
15,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,64676.01656913757,3964.9972915649414,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,80
16,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,68413.04111480713,4481.997489929199,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,85
17,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,72107.04112052917,4450.006008148193,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,90
18,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,75773.04482460022,4594.99716758728,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,95
19,random_mc2_n5_mid3_d1000_05_mr098_r10_8,GDCC,V2,V4,1e-09,100,,1,79363.07406425476,4612.968921661377,1000,0.1708037925,0.4919019990000001,0.17080611391339562,0.4918910959301856,2.4549405482664506e-05,1.114746121469409e-05,100
