,modelname,method,cause,effect,tol,num_runs_param,max_iter_param,seed,tlearn,tinfer,remove_outliers,datasize,pns_low_exact,pns_upp_exact,pns_low,pns_upp,rrmse,rmse,nruns
0,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6059.107542037964,51.076412200927734,True,2500,0.0050404107,0.1627079522999999,0.046960322270093856,0.046960322270093856,inf,0.08704824192246646,1
1,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6129.212379455566,101.32670402526855,True,2500,0.0050404107,0.1627079522999999,0.046345919073938174,0.046960322270093856,141.44012129822983,0.08690126259027967,2
2,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6210.375547409058,150.45499801635742,True,2500,0.0050404107,0.1627079522999999,0.044062788860476765,0.046960322270093856,29.80881717584873,0.08637204366818947,3
3,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6292.346239089966,201.65705680847168,True,2500,0.0050404107,0.1627079522999999,0.046304469440360096,0.046960322270093856,132.4861496530281,0.08689141615046879,4
4,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6380.607604980469,252.50959396362305,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.046960322270093856,27.217793178113922,0.08631043964421369,5
5,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6474.613666534424,302.1693229675293,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.046960322270093856,27.217793178113922,0.08631043964421369,6
6,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6575.309753417969,353.58452796936035,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.051257955855140064,11.171141766892777,0.08343432097516636,7
7,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6681.786060333252,404.09398078918457,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.051257955855140064,11.171141766892777,0.08343432097516636,8
8,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6793.13325881958,448.79722595214844,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.051257955855140064,11.171141766892777,0.08343432097516636,9
9,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,6911.2701416015625,499.7284412384033,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.05220337927700541,9.840930936940422,0.082803172598063,10
10,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7039.457559585571,553.612232208252,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.05220337927700541,9.840930936940422,0.082803172598063,11
11,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7169.893026351929,599.1330146789551,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.058292600009696244,5.429967699747809,0.07875289175491629,12
12,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7305.807590484619,649.7802734375,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.058292600009696244,5.429967699747809,0.07875289175491629,13
13,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7447.323560714722,700.4976272583008,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.060663162866041585,4.5741278197805,0.07718357719176985,14
14,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7594.516754150391,748.795747756958,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.060663162866041585,4.5741278197805,0.07718357719176985,15
15,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7747.889280319214,796.3168621063232,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.060663162866041585,4.5741278197805,0.07718357719176985,16
16,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,7907.02748298645,847.2833633422852,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.060663162866041585,4.5741278197805,0.07718357719176985,17
17,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,8071.643114089966,899.890661239624,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06208092692103921,4.168401912170249,0.07624719129985347,18
18,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,8243.64686012268,953.1240463256836,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06324654829540714,3.879186474835365,0.07547860959298244,19
19,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,8421.219825744629,1005.6252479553223,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06324654829540714,3.879186474835365,0.07547860959298244,20
20,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,8604.82120513916,1053.727626800537,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06324654829540714,3.879186474835365,0.07547860959298244,21
21,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,8795.709609985352,1102.8947830200195,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06324654829540714,3.879186474835365,0.07547860959298244,22
22,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,8992.347717285156,1152.801513671875,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,23
23,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,9200.576543807983,1209.4974517822266,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,24
24,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,9408.591985702515,1254.4405460357666,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,25
25,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,9624.655723571777,1303.7989139556885,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,26
26,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,9848.919153213501,1359.6992492675781,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,27
27,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,10079.112529754639,1550.976037979126,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,28
28,random_mc2_n6_mid3_d1000_05_mr098_r10_116,GSCC,V5,V1,,200,,0,10309.32593345642,1457.568645477295,True,2500,0.0050404107,0.1627079522999999,0.04378921875411826,0.06491163988527343,3.52150711152244,0.07438275622593479,29
